config	query	hits	result_len	answer_len	tp	fp	fn	precision	sens_at_1fp	runtime	max_rss_kb
master	M0003	6000	1935	95	19	1	76	0.9500	0.2000	2.30	65656
master	M0010	6000	1844	15	14	1	1	0.9333	0.9333	2.52	86088
master	M0019	6000	1703	22	22	1	0	0.9565	1.0000	3.10	82592
master	M0020	6000	1658	120	104	1	16	0.9905	0.8667	2.22	125444
master	M0028	6000	1479	22	20	1	2	0.9524	0.9091	2.19	84216
master	M0031	6000	1845	321	256	1	65	0.9961	0.7975	3.09	77844
master	M0033	6000	1842	15	3	1	12	0.7500	0.2000	2.78	156208
master	M0040	6000	1831	61	10	1	51	0.9091	0.1639	3.44	121316
master	M0043	6000	1881	22	21	1	1	0.9545	0.9545	15.28	115260
master	M0044	6000	1939	75	66	1	9	0.9851	0.8800	30.07	298112
master	M0048	6000	1658	104	71	1	33	0.9861	0.6827	3.32	99808
master	M0054	5581	1829	46	34	1	12	0.9714	0.7391	3.91	55376
master	M0058	6000	1658	42	7	1	35	0.8750	0.1667	3.80	186764
master	M0065	6000	2394	56	36	1	20	0.9730	0.6429	2.01	86848
master	M0066	6000	2408	60	17	1	43	0.9444	0.2833	2.05	79400
master	M0067	6000	1869	42	13	1	29	0.9286	0.3095	2.63	79392
master	M0070	2980	799	172	8	1	164	0.8889	0.0465	1.48	70544
master	M0075	6000	1808	3	2	1	1	0.6667	0.6667	5.21	187612
master	M0076	6000	1772	102	37	1	65	0.9737	0.3627	2.45	57120
master	M0077	6000	1616	108	56	1	52	0.9825	0.5185	1.42	62436
master	M0081	6000	1713	10	5	1	5	0.8333	0.5000	5.51	216436
master	M0085	6000	1758	12	9	1	3	0.9000	0.7500	3.70	203304
master	M0087	6000	1815	72	64	1	8	0.9846	0.8889	15.40	113816
master	M0090	6000	1897	61	60	1	1	0.9836	0.9836	39.26	238636
master	M0092	6000	2229	43	40	1	3	0.9756	0.9302	4.11	101112
master	M0093	4421	1272	24	24	1	0	0.9600	1.0000	2.73	81068
master	M0096	3668	1162	24	0	1	24	0.0000	0.0000	1.83	77520
master	M0100	6000	1245	381	131	1	250	0.9924	0.3438	2.34	70068
master	M0104	6000	1526	12	5	1	7	0.8333	0.4167	5.36	199040
master	M0107	6000	2203	78	6	1	72	0.8571	0.0769	3.24	91276
master	M0108	6000	1675	178	1	1	177	0.5000	0.0056	2.34	77216
master	M0109	6000	1891	212	147	1	65	0.9932	0.6934	3.77	110928
master	M0111	6000	1869	11	3	1	8	0.7500	0.2727	3.74	155784
master	M0117	5893	2288	121	47	1	74	0.9792	0.3884	2.12	84080
master	M0118	6000	1834	108	89	1	19	0.9889	0.8241	4.40	63864
master	M0121	6000	1785	55	8	1	47	0.8889	0.1455	2.97	116664
master	M0122	6000	1898	29	19	1	10	0.9500	0.6552	2.34	63656
master	M0123	6000	1647	29	7	1	22	0.8750	0.2414	4.36	216528
master	M0125	6000	1844	40	37	1	3	0.9737	0.9250	1.95	65276
master	M0131	6000	2074	48	37	1	11	0.9737	0.7708	1.81	70540
master	M0134	6000	2214	56	52	1	4	0.9811	0.9286	2.44	58248
master	M0136	6000	1783	11	10	1	1	0.9091	0.9091	22.68	140972
master	M0139	4585	1351	78	24	1	54	0.9600	0.3077	2.92	95800
master	M0141	6000	1769	27	5	1	22	0.8333	0.1852	28.84	218320
master	M0142	6000	1946	15	7	1	8	0.8750	0.4667	2.44	87444
master	M0154	2933	1051	63	46	1	17	0.9787	0.7302	2.00	52384
master	M0159	6000	1912	161	131	1	30	0.9924	0.8137	2.67	176052
master	M0163	6000	2064	55	51	1	4	0.9808	0.9273	2.64	67200
master	M0172	6000	2089	20	9	1	11	0.9000	0.4500	1.71	59176
master	M0175	6000	3090	830	13	1	817	0.9286	0.0157	2.03	75188
master	M0178	6000	1861	303	129	1	174	0.9923	0.4257	2.73	250824
master	M0181	6000	1623	9	8	1	1	0.8889	0.8889	28.52	215960
master	M0188	6000	1579	120	8	1	112	0.8889	0.0667	1.80	63748
master	M0194	6000	1806	70	41	1	29	0.9762	0.5857	3.66	118368
master	M0201	6000	1611	45	9	1	36	0.9000	0.2000	2.42	98048
master	M0202	1818	484	1	1	1	0	0.5000	1.0000	1.19	156436
master	M0205	6000	2018	263	252	1	11	0.9960	0.9582	3.26	124408
master	M0206	6000	1732	80	52	1	28	0.9811	0.6500	35.98	180632
master	M0210	6000	1708	224	13	1	211	0.9286	0.0580	2.38	56696
master	M0212	6000	1804	97	58	1	39	0.9831	0.5979	3.44	186456
master	M0216	6000	2774	1167	1148	1	19	0.9991	0.9837	1.40	77528
master	M0227	6000	1694	40	10	1	30	0.9091	0.2500	2.16	100248
master	M0228	6000	2506	122	16	1	106	0.9412	0.1311	2.52	103404
master	M0231	6000	2049	16	16	1	0	0.9412	1.0000	2.16	180368
master	M0234	6000	2212	19	5	1	14	0.8333	0.2632	4.58	94708
master	M0235	2591	664	18	1	1	17	0.5000	0.0556	0.91	46216
master	M0237	6000	787	616	89	1	527	0.9889	0.1445	2.15	118264
master	M0243	6000	1773	14	14	1	0	0.9333	1.0000	2.33	149628
master	M0250	6000	1828	15	15	1	0	0.9375	1.0000	1.59	58504
master	M0253	6000	1923	240	118	1	122	0.9916	0.4917	33.34	166668
master	M0254	6000	1833	19	19	1	0	0.9500	1.0000	26.24	250172
master	M0257	6000	2022	256	210	1	46	0.9953	0.8203	3.23	103676
master	M0260	6000	2124	22	22	1	0	0.9565	1.0000	3.91	138776
master	M0261	6000	2049	23	16	1	7	0.9412	0.6957	2.01	62148
master	M0262	6000	1871	20	20	1	0	0.9524	1.0000	7.31	167628
master	M0263	6000	2106	51	6	1	45	0.8571	0.1176	2.01	74560
master	M0266	6000	1551	47	41	1	6	0.9762	0.8723	3.58	106012
master	M0272	6000	1705	45	28	1	17	0.9655	0.6222	3.35	92744
master	M0278	2294	999	105	56	1	49	0.9825	0.5333	0.98	46656
master	M0281	6000	2075	3	2	1	1	0.6667	0.6667	2.80	99532
master	M0293	6000	1751	62	28	1	34	0.9655	0.4516	2.33	81396
master	M0294	6000	1551	116	104	1	12	0.9905	0.8966	21.93	207788
master	M0297	3582	1036	18	1	1	17	0.5000	0.0556	1.43	46716
master	M0298	6000	1498	366	1	1	365	0.5000	0.0027	2.49	83516
master	M0301	6000	2122	52	11	1	41	0.9167	0.2115	2.33	62272
master	M0308	6000	1736	174	174	1	0	0.9943	1.0000	23.91	159248
master	M0311	6000	1144	84	84	1	0	0.9882	1.0000	35.13	157304
master	M0313	6000	1483	19	12	1	7	0.9231	0.6316	3.49	62280
master	M0314	6000	1450	48	4	1	44	0.8000	0.0833	7.28	137164
master	M0321	6000	2086	25	8	1	17	0.8889	0.3200	2.02	74148
master	M0334	6000	1683	23	23	1	0	0.9583	1.0000	3.02	68620
master	M0338	6000	1871	28	0	1	28	0.0000	0.0000	5.16	123760
master	M0346	6000	1676	143	14	1	129	0.9333	0.0979	1.76	104240
master	M0348	6000	261	180	66	1	114	0.9851	0.3667	3.49	108304
master	M0351	4347	831	26	15	1	11	0.9375	0.5769	1.14	55988
master	M0353	6000	1671	14	6	1	8	0.8571	0.4286	4.24	117792
master	M0357	2313	756	6	3	1	3	0.7500	0.5000	1.77	56452
master	M0358	6000	1814	1	1	1	0	0.5000	1.0000	27.11	137276
master	M0363	6000	2056	66	3	1	63	0.7500	0.0455	1.92	60648
master	M0369	6000	2099	87	28	1	59	0.9655	0.3218	2.88	114892
master	M0371	6000	2043	123	14	1	109	0.9333	0.1138	1.65	87112
master	M0376	6000	1690	42	30	1	12	0.9677	0.7143	2.16	84040
master	M0377	6000	266	215	18	1	197	0.9474	0.0837	26.68	133208
master	M0379	6000	1691	121	30	1	91	0.9677	0.2479	28.16	162496
master	M0380	6000	1952	27	16	1	11	0.9412	0.5926	2.15	80676
master	M0381	4142	1358	76	44	1	32	0.9778	0.5789	1.02	48784
master	M0383	6000	1938	131	77	1	54	0.9872	0.5878	4.07	96448
master	M0384	6000	2062	107	2	1	105	0.6667	0.0187	1.72	82084
master	M0386	6000	1796	5	5	1	0	0.8333	1.0000	28.37	232756
master	M0387	6000	1468	2182	0	1	2182	0.0000	0.0000	1.12	59856
master	M0391	6000	2105	15	8	1	7	0.8889	0.5333	1.65	54648
master	M0398	6000	1875	37	1	1	36	0.5000	0.0270	14.66	104324
master	M0401	6000	1549	396	4	1	392	0.8000	0.0101	4.32	108376
master	M0403	6000	2193	17	13	1	4	0.9286	0.7647	1.67	80872
master	M0410	6000	1907	34	8	1	26	0.8889	0.2353	3.46	118312
master	M0412	6000	1479	61	7	1	54	0.8750	0.1148	2.83	77812
master	M0414	6000	1811	83	52	1	31	0.9811	0.6265	2.31	63116
master	M0416	6000	1998	5	5	1	0	0.8333	1.0000	18.36	141292
master	M0420	6000	2113	18	6	1	12	0.8571	0.3333	1.80	81860
master	M0423	6000	1681	99	1	1	98	0.5000	0.0101	2.36	122232
master	M0425	6000	1672	2202	21	1	2181	0.9545	0.0095	1.40	63164
master	M0426	6000	1943	20	19	1	1	0.9500	0.9500	1.82	76292
master	M0428	6000	1388	11	7	1	4	0.8750	0.6364	4.50	101156
master	M0429	6000	1842	48	18	1	30	0.9474	0.3750	4.34	85840
master	M0431	6000	2072	4	4	1	0	0.8000	1.0000	1.81	78256
master	M0433	6000	1820	214	0	1	214	0.0000	0.0000	4.94	73324
master	M0434	6000	1765	13	1	1	12	0.5000	0.0769	14.72	120636
master	M0435	6000	1715	88	11	1	77	0.9167	0.1250	35.20	382392
master	M0440	6000	1768	50	25	1	25	0.9615	0.5000	4.89	96876
master	M0444	6000	2501	84	55	1	29	0.9821	0.6548	1.47	76156
master	M0447	6000	1903	6	3	1	3	0.7500	0.5000	2.76	106240
master	M0448	6000	1847	8	1	1	7	0.5000	0.1250	2.55	67212
master	M0453	6000	1743	66	39	1	27	0.9750	0.5909	3.79	209280
master	M0454	6000	1633	15	12	1	3	0.9231	0.8000	2.68	77284
master	M0456	1809	710	18	2	1	16	0.6667	0.1111	1.01	52588
master	M0458	6000	1991	26	10	1	16	0.9091	0.3846	2.13	51948
master	M0462	6000	1880	50	39	1	11	0.9750	0.7800	2.12	83468
master	M0466	6000	1883	194	14	1	180	0.9333	0.0722	23.23	169000
master	M0472	6000	1846	97	93	1	4	0.9894	0.9588	28.76	124164
master	M0477	6000	2038	72	47	1	25	0.9792	0.6528	1.70	61080
master	M0484	6000	1984	102	102	1	0	0.9903	1.0000	20.17	146432
master	M0488	6000	1613	7	7	1	0	0.8750	1.0000	16.06	106284
master	M0497	6000	1797	16	14	1	2	0.9333	0.8750	18.37	87912
master	M0502	6000	1700	129	6	1	123	0.8571	0.0465	15.02	127272
master	M0505	6000	1937	28	3	1	25	0.7500	0.1071	2.40	99720
master	M0506	6000	1915	117	68	1	49	0.9855	0.5812	3.25	82608
master	M0508	6000	1848	8	8	1	0	0.8889	1.0000	4.72	123148
master	M0510	6000	2019	63	3	1	60	0.7500	0.0476	3.27	67624
master	M0515	6000	2129	21	11	1	10	0.9167	0.5238	2.90	60864
master	M0519	6000	1694	20	18	1	2	0.9474	0.9000	37.36	228156
master	M0520	6000	1553	446	329	1	117	0.9970	0.7377	2.68	164456
master	M0544	6000	1856	14	10	1	4	0.9091	0.7143	1.79	68744
master	M0545	6000	1900	20	7	1	13	0.8750	0.3500	3.01	75044
master	M0547	6000	2305	8	4	1	4	0.8000	0.5000	2.76	98136
master	M0550	6000	2257	21	5	1	16	0.8333	0.2381	5.60	113556
master	M0563	672	240	32	0	1	32	0.0000	0.0000	0.37	44500
master	M0564	6000	1418	400	0	1	400	0.0000	0.0000	1.98	80500
master	M0565	4114	2009	14	3	1	11	0.7500	0.2143	2.47	76444
master	M0574	6000	1648	134	15	1	119	0.9375	0.1119	1.70	65228
master	M0580	6000	2101	10	6	1	4	0.8571	0.6000	2.70	85328
master	M0589	6000	2030	69	4	1	65	0.8000	0.0580	1.88	61352
master	M0590	6000	1831	20	3	1	17	0.7500	0.1500	2.24	79184
master	M0597	6000	1942	28	14	1	14	0.9333	0.5000	2.28	59696
master	M0600	6000	1848	79	36	1	43	0.9730	0.4557	2.13	105768
master	M0609	6000	1429	86	9	1	77	0.9000	0.1047	1.32	50436
master	M0612	6000	1547	92	63	1	29	0.9844	0.6848	7.21	88720
master	M0616	6000	1918	6	5	1	1	0.8333	0.8333	2.41	128228
master	M0623	6000	2182	17	16	1	1	0.9412	0.9412	2.08	85736
master	M0625	4128	1264	9	2	1	7	0.6667	0.2222	3.04	55792
master	M0634	6000	1329	10	6	1	4	0.8571	0.6000	4.84	88872
master	M0636	6000	1635	17	7	1	10	0.8750	0.4118	1.46	46836
master	M0642	3929	1303	31	0	1	31	0.0000	0.0000	1.12	50016
master	M0651	6000	1974	65	7	1	58	0.8750	0.1077	1.94	102624
master	M0653	6000	1822	26	4	1	22	0.8000	0.1538	2.63	89752
master	M0655	4502	1458	7	3	1	4	0.7500	0.4286	2.88	207732
master	M0658	6000	1881	13	3	1	10	0.7500	0.2308	1.83	57488
master	M0663	6000	1590	97	9	1	88	0.9000	0.0928	2.59	106716
master	M0669	6000	1972	11	0	1	11	0.0000	0.0000	3.24	159200
master	M0674	6000	1620	38	4	1	34	0.8000	0.1053	2.95	53232
master	M0682	4224	722	329	4	1	325	0.8000	0.0122	1.00	51828
master	M0683	6000	1920	30	26	1	4	0.9630	0.8667	2.87	71052
master	M0693	6000	1613	412	6	1	406	0.8571	0.0146	2.25	72380
master	M0697	2641	570	156	6	1	150	0.8571	0.0385	0.90	64608
master	M0709	6000	2260	351	3	1	348	0.7500	0.0085	2.00	56564
master	M0727	6000	1701	24	8	1	16	0.8889	0.3333	3.00	85556
master	M0732	6000	1837	20	5	1	15	0.8333	0.2500	2.36	101884
master	M0734	6000	1766	10	2	1	8	0.6667	0.2000	2.67	79672
master	M0736	6000	2007	4	3	1	1	0.7500	0.7500	7.38	72004
master	M0738	6000	1646	16	4	1	12	0.8000	0.2500	3.14	77496
master	M0742	3621	1081	3	3	1	0	0.7500	1.0000	2.36	56712
master	M0748	6000	1796	20	19	1	1	0.9500	0.9500	2.30	54600
master	M0752	6000	2012	9	8	1	1	0.8889	0.8889	2.19	75252
master	M0754	6000	2030	13	4	1	9	0.8000	0.3077	2.13	51296
master	M0755	6000	1903	12	7	1	5	0.8750	0.5833	2.05	69948
master	M0759	6000	1900	80	15	1	65	0.9375	0.1875	3.11	132728
master	M0768	6000	1821	237	15	1	222	0.9375	0.0633	2.33	58652
master	M0771	3219	852	285	5	1	280	0.8333	0.0175	1.79	59624
master	M0781	6000	2178	8	6	1	2	0.8571	0.7500	4.59	175752
master	M0789	4536	1296	62	23	1	39	0.9583	0.3710	1.97	62440
master	M0792	6000	1737	11	1	1	10	0.5000	0.0909	4.31	119128
master	M0795	6000	1961	80	20	1	60	0.9524	0.2500	5.89	146368
master	M0798	6000	1469	2197	19	1	2178	0.9500	0.0086	1.14	54552
master	M0806	6000	1858	5	1	1	4	0.5000	0.2000	1.84	77496
master	M0808	6000	1826	5	4	1	1	0.8000	0.8000	2.47	91748
master	M0810	6000	2044	38	15	1	23	0.9375	0.3947	2.81	90684
master	M0815	6000	1206	243	151	1	92	0.9934	0.6214	2.42	65524
master	M0816	6000	1632	242	13	1	229	0.9286	0.0537	2.42	64396
master	M0819	5889	1641	26	16	1	10	0.9412	0.6154	3.06	53684
master	M0822	6000	1889	3	2	1	1	0.6667	0.6667	3.07	142016
master	M0826	6000	1618	22	3	1	19	0.7500	0.1364	2.17	171628
master	M0829	6000	1923	7	5	1	2	0.8333	0.7143	2.47	163224
master	M0835	6000	1845	62	14	1	48	0.9333	0.2258	3.10	67444
master	M0843	3886	1240	17	9	1	8	0.9000	0.5294	1.68	108480
master	M0850	6000	1724	40	12	1	28	0.9231	0.3000	2.80	217920
master	M0851	437	185	24	2	1	22	0.6667	0.0833	0.26	45920
master	M0854	6000	1490	136	6	1	130	0.8571	0.0441	2.69	95008
master	M0855	6000	1924	55	10	1	45	0.9091	0.1818	3.37	80536
master	M0857	6000	1868	13	3	1	10	0.7500	0.2308	1.81	90352
master	M0858	6000	1893	353	275	1	78	0.9964	0.7790	2.36	75980
master	M0860	3585	1038	14	3	1	11	0.7500	0.2143	1.69	60516
master	M0862	6000	2009	21	10	1	11	0.9091	0.4762	2.17	61872
master	M0869	6000	1812	6	5	1	1	0.8333	0.8333	2.10	56808
master	M0874	6000	1807	4	3	1	1	0.7500	0.7500	1.80	55128
master	M0879	1869	604	38	6	1	32	0.8571	0.1579	0.96	46644
master	M0881	6000	2189	157	153	1	4	0.9935	0.9745	2.57	66088
master	M0884	6000	1727	24	19	1	5	0.9500	0.7917	1.85	76708
master	M0885	6000	1560	17	4	1	13	0.8000	0.2353	30.15	150904
master	M0895	6000	1393	131	5	1	126	0.8333	0.0382	2.32	161272
master	M0900	5256	1352	448	336	1	112	0.9970	0.7500	2.36	158912
master	M0905	6000	1618	231	0	1	231	0.0000	0.0000	3.09	73664
master	M0906	6000	2227	266	37	1	229	0.9737	0.1391	1.80	69400
master	M0908	6000	1831	79	6	1	73	0.8571	0.0759	2.13	81212
master	M0910	6000	2170	8	8	1	0	0.8889	1.0000	2.55	82900
master	M0916	6000	1779	1	0	1	1	0.0000	0.0000	1.75	51692
master	M0918	6000	1601	140	64	1	76	0.9846	0.4571	2.49	195384
master	M0919	6000	1855	19	11	1	8	0.9167	0.5789	2.03	54932
master	M0920	2137	676	39	11	1	28	0.9167	0.2821	1.43	64164
master	M0925	6000	2028	24	2	1	22	0.6667	0.0833	1.68	75944
master	M0931	6000	2081	74	49	1	25	0.9800	0.6622	4.74	63060
master	M0937	6000	1793	32	2	1	30	0.6667	0.0625	2.31	58260
master	M0939	6000	2376	27	7	1	20	0.8750	0.2593	2.95	118628
master	M0940	6000	453	122	11	1	111	0.9167	0.0902	3.21	97736
master	M0947	6000	1495	68	4	1	64	0.8000	0.0588	5.66	102312
master	M0952	6000	1699	89	4	1	85	0.8000	0.0449	4.09	101452
master	M0957	6000	534	223	25	1	198	0.9615	0.1121	3.16	81648
master	M0958	6000	573	243	54	1	189	0.9818	0.2222	3.56	78904
master	M0959	6000	452	178	11	1	167	0.9167	0.0618	4.29	149208
master	M0961	6000	174	155	7	1	148	0.8750	0.0452	3.93	106104
master	M0962	6000	208	147	11	1	136	0.9167	0.0748	2.27	84192
master	M0964	6000	1791	69	7	1	62	0.8750	0.1014	2.54	87420
default	M0003	6000	1934	95	19	1	76	0.9500	0.2000	1.76	58504
default	M0010	6000	2152	15	14	1	1	0.9333	0.9333	2.21	76840
default	M0019	6000	1552	22	22	1	0	0.9565	1.0000	2.94	80088
default	M0020	6000	1782	120	102	1	18	0.9903	0.8500	2.07	127848
default	M0028	6000	1316	22	20	1	2	0.9524	0.9091	2.45	83944
default	M0031	6000	2030	321	274	1	47	0.9964	0.8536	1.92	75216
default	M0033	6000	1831	15	10	1	5	0.9091	0.6667	2.13	152788
default	M0040	6000	1832	61	13	1	48	0.9286	0.2131	2.25	119448
default	M0043	6000	1785	22	20	1	2	0.9524	0.9091	2.79	113012
default	M0044	6000	1946	75	63	1	12	0.9844	0.8400	8.18	310424
default	M0048	6000	1652	104	69	1	35	0.9857	0.6635	3.09	98880
default	M0054	5581	1829	46	36	1	10	0.9730	0.7826	2.67	54188
default	M0058	6000	1591	42	11	1	31	0.9167	0.2619	3.94	166424
default	M0065	6000	2055	56	41	1	15	0.9762	0.7321	1.76	90124
default	M0066	6000	2426	60	18	1	42	0.9474	0.3000	2.09	80648
default	M0067	6000	1748	42	12	1	30	0.9231	0.2857	2.56	82096
default	M0070	2980	799	172	8	1	164	0.8889	0.0465	1.13	69696
default	M0075	6000	1960	3	2	1	1	0.6667	0.6667	4.94	167688
default	M0076	6000	1778	102	38	1	64	0.9744	0.3725	2.30	61532
default	M0077	6000	1592	108	71	1	37	0.9861	0.6574	1.13	60844
default	M0081	6000	1776	10	8	1	2	0.8889	0.8000	5.29	260976
default	M0085	6000	1750	12	11	1	1	0.9167	0.9167	3.33	203480
default	M0087	6000	1808	72	64	1	8	0.9846	0.8889	2.16	116956
default	M0090	6000	1854	61	58	1	3	0.9831	0.9508	8.85	234624
default	M0092	6000	2178	43	40	1	3	0.9756	0.9302	3.40	99628
default	M0093	6000	1694	24	24	1	0	0.9600	1.0000	4.25	184256
default	M0096	3668	1162	24	2	1	22	0.6667	0.0833	1.12	75780
default	M0100	6000	1379	381	242	1	139	0.9959	0.6352	2.78	70208
default	M0104	6000	1713	12	5	1	7	0.8333	0.4167	6.20	202484
default	M0107	6000	2071	78	7	1	71	0.8750	0.0897	2.24	89732
default	M0108	6000	2009	178	2	1	176	0.6667	0.0112	2.10	74040
default	M0109	6000	1824	212	124	1	88	0.9920	0.5849	3.64	111172
default	M0111	6000	1963	11	5	1	6	0.8333	0.4545	3.04	159208
default	M0117	5893	2288	121	54	1	67	0.9818	0.4463	1.74	77964
default	M0118	6000	1861	108	104	1	4	0.9905	0.9630	3.52	62336
default	M0121	6000	1739	55	10	1	45	0.9091	0.1818	2.23	116132
default	M0122	6000	1952	29	20	1	9	0.9524	0.6897	2.23	61568
default	M0123	6000	1569	29	7	1	22	0.8750	0.2414	4.57	213280
default	M0125	6000	1815	40	37	1	3	0.9737	0.9250	1.73	72180
default	M0131	6000	2015	48	37	1	11	0.9737	0.7708	1.27	74244
default	M0134	6000	2217	56	56	1	0	0.9825	1.0000	1.97	57040
default	M0136	6000	1653	11	9	1	2	0.9000	0.8182	3.38	142596
default	M0139	4585	1351	78	39	1	39	0.9750	0.5000	2.82	100240
default	M0141	6000	1757	27	6	1	21	0.8571	0.2222	6.40	216396
default	M0142	6000	1605	15	7	1	8	0.8750	0.4667	2.90	87700
default	M0154	2933	1051	63	44	1	19	0.9778	0.6984	1.49	50280
default	M0159	6000	2044	161	35	1	126	0.9722	0.2174	2.54	167764
default	M0163	6000	1886	55	50	1	5	0.9804	0.9091	2.07	65828
default	M0172	6000	2107	20	9	1	11	0.9000	0.4500	1.37	55260
default	M0175	6000	3087	830	203	1	627	0.9951	0.2446	2.17	79248
default	M0178	6000	1909	303	171	1	132	0.9942	0.5644	2.90	212292
default	M0181	6000	1677	9	8	1	1	0.8889	0.8889	6.07	204668
default	M0188	6000	1506	120	13	1	107	0.9286	0.1083	1.45	61724
default	M0194	6000	1851	70	45	1	25	0.9783	0.6429	2.50	119864
default	M0201	6000	1553	45	10	1	35	0.9091	0.2222	2.17	103024
default	M0202	1818	484	1	1	1	0	0.5000	1.0000	1.22	154356
default	M0205	6000	1933	263	256	1	7	0.9961	0.9734	3.28	119996
default	M0206	6000	1675	80	50	1	30	0.9804	0.6250	8.80	178156
default	M0210	6000	1819	224	30	1	194	0.9677	0.1339	1.97	53184
default	M0212	6000	1803	97	59	1	38	0.9833	0.6082	4.12	186272
default	M0216	6000	2770	1167	1145	1	22	0.9991	0.9811	1.51	77732
default	M0227	6000	1729	40	15	1	25	0.9375	0.3750	1.75	100316
default	M0228	6000	2391	122	20	1	102	0.9524	0.1639	2.43	107060
default	M0231	6000	1896	16	16	1	0	0.9412	1.0000	2.41	161628
default	M0234	6000	1983	19	5	1	14	0.8333	0.2632	3.41	94808
default	M0235	2591	664	18	2	1	16	0.6667	0.1111	1.27	46728
default	M0237	6000	1161	616	91	1	525	0.9891	0.1477	2.30	107160
default	M0243	6000	1675	14	14	1	0	0.9333	1.0000	2.28	144604
default	M0250	6000	1851	15	15	1	0	0.9375	1.0000	1.49	56548
default	M0253	6000	1846	240	68	1	172	0.9855	0.2833	5.08	183796
default	M0254	6000	1872	19	18	1	1	0.9474	0.9474	7.08	251384
default	M0257	6000	1973	256	104	1	152	0.9905	0.4062	3.66	99060
default	M0260	6000	1905	22	22	1	0	0.9565	1.0000	2.88	137952
default	M0261	6000	1895	23	16	1	7	0.9412	0.6957	1.50	58400
default	M0262	6000	1744	20	20	1	0	0.9524	1.0000	7.53	170632
default	M0263	6000	1771	51	6	1	45	0.8571	0.1176	2.05	65544
default	M0266	6000	1511	47	40	1	7	0.9756	0.8511	2.91	105836
default	M0272	6000	1816	45	33	1	12	0.9706	0.7333	2.43	84384
default	M0278	2294	999	105	60	1	45	0.9836	0.5714	0.86	44548
default	M0281	6000	1596	3	2	1	1	0.6667	0.6667	2.26	100012
default	M0293	6000	1822	62	41	1	21	0.9762	0.6613	2.07	82660
default	M0294	6000	1472	116	111	1	5	0.9911	0.9569	4.99	216336
default	M0297	3582	1036	18	1	1	17	0.5000	0.0556	1.19	47728
default	M0298	6000	1698	366	1	1	365	0.5000	0.0027	2.59	82896
default	M0301	6000	2160	52	22	1	30	0.9565	0.4231	1.94	61920
default	M0308	6000	1714	174	174	1	0	0.9943	1.0000	3.94	153272
default	M0311	6000	1133	84	84	1	0	0.9882	1.0000	5.51	160016
default	M0313	6000	1490	19	18	1	1	0.9474	0.9474	2.88	55464
default	M0314	6000	1425	48	5	1	43	0.8333	0.1042	4.79	138820
default	M0321	6000	1971	25	5	1	20	0.8333	0.2000	2.46	67100
default	M0334	6000	1693	23	23	1	0	0.9583	1.0000	2.53	62328
default	M0338	6000	1906	28	1	1	27	0.5000	0.0357	3.49	126052
default	M0346	6000	1695	143	16	1	127	0.9412	0.1119	1.67	101684
default	M0348	6000	273	180	71	1	109	0.9861	0.3944	3.33	110400
default	M0351	4347	831	26	16	1	10	0.9412	0.6154	1.35	55104
default	M0353	6000	1619	14	8	1	6	0.8889	0.5714	3.85	116344
default	M0357	2313	756	6	5	1	1	0.8333	0.8333	1.18	50740
default	M0358	6000	1775	1	1	1	0	0.5000	1.0000	3.77	135776
default	M0363	6000	2250	66	5	1	61	0.8333	0.0758	1.62	57596
default	M0369	6000	2015	87	31	1	56	0.9688	0.3563	2.28	120068
default	M0371	6000	2037	123	11	1	112	0.9167	0.0894	1.60	82784
default	M0376	6000	1547	42	34	1	8	0.9714	0.8095	1.96	81168
default	M0377	6000	263	215	69	1	146	0.9857	0.3209	5.57	137828
default	M0379	6000	1617	121	32	1	89	0.9697	0.2645	3.23	163716
default	M0380	6000	1583	27	18	1	9	0.9474	0.6667	1.96	78740
default	M0381	4142	1358	76	45	1	31	0.9783	0.5921	1.23	47896
default	M0383	6000	1802	131	92	1	39	0.9892	0.7023	3.26	100096
default	M0384	6000	2146	107	3	1	104	0.7500	0.0280	1.48	84832
default	M0386	6000	1875	5	4	1	1	0.8000	0.8000	5.18	232932
default	M0387	6000	1451	2182	46	1	2136	0.9787	0.0211	1.12	56000
default	M0391	6000	1919	15	9	1	6	0.9000	0.6000	1.41	50400
default	M0398	6000	1867	37	1	1	36	0.5000	0.0270	1.98	99900
default	M0401	6000	1509	396	4	1	392	0.8000	0.0101	3.86	113324
default	M0403	6000	2142	17	14	1	3	0.9333	0.8235	2.10	70436
default	M0410	6000	1758	34	10	1	24	0.9091	0.2941	2.56	120644
default	M0412	6000	1713	61	7	1	54	0.8750	0.1148	2.43	73000
default	M0414	6000	1887	83	80	1	3	0.9877	0.9639	1.80	65256
default	M0416	6000	2186	5	5	1	0	0.8333	1.0000	4.60	135744
default	M0420	6000	2049	18	6	1	12	0.8571	0.3333	1.69	77188
default	M0423	6000	1736	99	7	1	92	0.8750	0.0707	2.34	120828
default	M0425	6000	1548	2202	57	1	2145	0.9828	0.0259	1.30	62648
default	M0426	6000	1987	20	19	1	1	0.9500	0.9500	1.65	75748
default	M0428	6000	1380	11	9	1	2	0.9000	0.8182	2.65	100868
default	M0429	6000	1816	48	23	1	25	0.9583	0.4792	2.82	82272
default	M0431	6000	2022	4	4	1	0	0.8000	1.0000	1.49	69088
default	M0433	6000	1816	214	8	1	206	0.8889	0.0374	3.34	69656
default	M0434	6000	1759	13	1	1	12	0.5000	0.0769	2.66	120108
